WC_TA,RE_TA,EBIT_TA,MVE_BVTD,S_TA,Industry,Rating
0.251,0.327,0.065,1.196,0.22,1,'BBB'
0.083,0.125,0.056,0.695,0.106,2,'BB'
0.051,0.107,0.036,0.608,0.228,1,'BB'
0.182,0.333,0.056,2.321,0.394,8,'A'
0.078,0.119,0.048,0.301,0.123,4,'BBB'
0.151,0.15,0.059,0.674,0.215,8,'BBB'
0.27,0.312,0.061,2.106,0.207,5,'AA'
0.185,0.273,0.052,1.387,0.321,6,'BBB'
0.166,0.234,0.056,1.19,0.216,3,'BBB'
0.177,0.378,0.059,4.46,0.595,7,'AAA'
0.076,0.169,0.043,0.721,0.181,5,'BB'
0.098,0.306,0.042,1.586,0.354,6,'A'
0.089,0.169,0.052,0.83,0.287,8,'BBB'
0.157,0.324,0.057,1.524,0.41,10,'BBB'
0.524,0.49,0.103,1.516,0.315,11,'A'
0.139,0.31,0.044,2.483,0.377,8,'AA'
0.19,0.407,0.052,3.287,0.48,1,'AA'
0.062,0.335,0.044,2.203,0.537,9,'A'
0.325,0.301,0.074,0.702,0.172,2,'BB'
0.001,-0.066,0.039,0.216,0.122,8,'B'
0.473,0.607,0.085,2.93,0.377,11,'AAA'
0.056,0.14,0.047,0.916,0.217,12,'BBB'
0.154,0.225,0.056,0.515,0.161,4,'BB'
0.066,0.065,0.048,0.406,0.128,2,'BB'
0.199,0.319,0.071,2.807,0.435,3,'AA'
0.058,0.156,0.044,0.755,0.261,10,'BB'
0.038,0.214,0.037,2.279,0.281,3,'A'
-0.042,-0.043,0.024,0.677,0.199,6,'BB'
0.19,0.371,0.055,1.656,0.416,9,'BBB'
0.626,0.83,0.126,2.368,0.273,8,'AA'
0.326,0.504,0.072,1.284,0.175,7,'BBB'
-0.571,-0.372,-0.107,1.342,0.426,8,'BB'
0.057,0.091,0.036,0.692,0.299,11,'BB'
0.095,0.288,0.053,1.502,0.307,12,'BBB'
0.293,0.525,0.079,3.88,0.486,11,'AAA'
0.013,0.053,0.034,0.614,0.219,10,'BB'
-0.091,-0.424,0.008,0.18,0.101,7,'B'
0.012,0.137,0.038,0.802,0.147,3,'BB'
0.02,0.203,0.037,1.868,0.355,12,'BBB'
0.246,0.234,0.063,0.86,0.232,2,'BBB'
0.203,0.205,0.063,1.26,0.225,10,'BBB'
0.005,-0.063,0.039,0.246,0.109,10,'B'
0.14,0.123,0.058,0.589,0.155,7,'BBB'
0.285,0.475,0.071,2.164,0.355,9,'A'
0.059,0.007,0.038,0.472,0.128,2,'BB'
0.49,0.739,0.12,6.633,0.583,5,'AAA'
0.115,0.219,0.051,0.92,0.205,5,'BBB'
0.268,0.389,0.069,2.431,0.325,12,'A'
-0.034,-0.298,0.03,0.308,0.088,6,'BB'
-0.038,0.028,0.019,1.175,0.269,7,'BB'
0.61,0.694,0.122,5.409,0.359,3,'AAA'
0.045,0.118,0.041,0.689,0.206,2,'BB'
0.268,0.424,0.059,1.411,0.222,6,'BBB'
0.268,0.43,0.069,1.966,0.272,3,'AA'
0.301,0.449,0.069,3.11,0.43,6,'AA'
0.172,0.325,0.061,2.807,0.354,12,'AA'
0.333,0.298,0.083,1.586,0.329,6,'A'
0.088,0.238,0.044,3.153,0.601,7,'AA'
-0.017,0.114,0.03,1.057,0.311,1,'BBB'
-0.068,-0.195,0.019,0.595,0.17,2,'BB'
0.077,0.1,0.048,0.493,0.185,1,'BB'
0.156,0.446,0.065,3.781,0.501,3,'AAA'
0.078,0.287,0.049,2.36,0.268,9,'A'
0.017,0.074,0.037,0.865,0.266,12,'BBB'
-0.028,0.1,0.029,1,0.312,6,'A'
0.588,0.634,0.13,0.846,0.149,11,'A'
0.111,0.193,0.047,1.146,0.271,1,'BBB'
0.603,0.891,0.117,7.851,0.591,6,'AAA'
0.044,0.063,0.036,0.576,0.138,1,'BB'
-0.307,-1.787,-0.035,0.075,0.082,2,'CCC'
0.211,0.496,0.068,5.065,0.515,3,'AAA'
-0.019,0.014,0.03,0.467,0.184,5,'BB'
0.01,0.11,0.033,0.867,0.285,10,'BBB'
0.405,0.561,0.07,1.99,0.639,6,'A'
0.001,0.129,0.037,0.779,0.188,4,'BB'
0.072,0.227,0.046,1.282,0.307,4,'BBB'
0.399,0.614,0.105,4.206,0.56,6,'AAA'
0.273,0.491,0.071,3.287,0.465,5,'AAA'
0.447,0.635,0.091,4.007,0.506,4,'AAA'
-0.54,-2.643,-0.029,0.031,0.041,7,'CCC'
0.086,0.138,0.046,0.624,0.162,2,'BB'
-0.74,-0.875,-0.361,0.211,0.135,8,'CCC'
0.209,0.057,0.069,0.339,0.121,8,'B'
-0.001,0.184,0.033,1.977,0.317,12,'A'
0.01,-0.03,0.036,0.526,0.173,12,'BB'
0.185,0.304,0.061,1.693,0.321,3,'A'
0.021,0.218,0.035,3.42,0.588,3,'AAA'
0.231,0.539,0.054,6.987,0.828,9,'AAA'
0.086,0.202,0.044,1.466,0.333,4,'BBB'
-0.031,-0.209,0.025,0.494,0.134,11,'BB'
0.375,0.609,0.089,9.655,0.899,3,'AAA'
0.189,0.315,0.063,1.929,0.232,3,'A'
0.107,0.205,0.051,1.134,0.175,5,'BBB'
0.131,0.137,0.064,0.361,0.161,2,'BB'
0.041,0.003,0.051,0.532,0.134,2,'BB'
0.615,0.928,0.126,6.754,0.551,9,'AAA'
0.214,0.4,0.053,2.408,0.442,9,'AA'
0.17,0.702,0.089,23.002,1.183,1,'AAA'
0.1,0.222,0.05,1.619,0.315,2,'BBB'
0.03,0.426,0.042,3.985,0.689,5,'AAA'
-0.059,-0.244,0.024,0.26,0.159,3,'B'
0.246,0.487,0.071,4.032,0.583,11,'AAA'
0.168,0.484,0.061,5.187,0.404,11,'AAA'
0.285,0.338,0.066,0.89,0.122,10,'BB'
0.195,0.208,0.057,0.778,0.219,9,'BBB'
0.039,0.206,0.037,1.927,0.281,2,'BBB'
0.169,0.3,0.052,1.45,0.326,3,'A'
-0.044,0.094,0.026,2.219,0.629,4,'A'
-0.008,0.075,0.031,1.076,0.317,1,'BBB'
0.12,0.393,0.054,4.941,0.49,1,'AAA'
0.079,0.194,0.045,1.192,0.193,11,'BBB'
0.017,0.124,0.027,0.807,0.218,1,'BB'
0.179,0.234,0.061,1.069,0.207,4,'BBB'
0.144,0.136,0.057,0.621,0.141,3,'BB'
-0.067,-0.138,-0.008,0.459,0.277,5,'B'
-0.087,-0.027,0.007,0.634,0.163,12,'B'
0.231,0.145,0.066,0.36,0.124,2,'BB'
0.205,0.243,0.053,1.288,0.294,4,'BBB'
0,0.137,0.032,1.098,0.253,9,'BBB'
0.328,0.213,0.082,0.502,0.161,10,'BB'
-0.011,-0.012,0.03,0.381,0.131,6,'BB'
0.286,0.568,0.065,5.711,0.431,10,'AAA'
0.27,0.624,0.084,2.8,0.135,2,'AA'
-0.025,0.042,0.019,0.742,0.268,12,'BB'
0.297,0.471,0.075,2.303,0.296,10,'AA'
0.471,0.511,0.094,0.999,0.214,5,'BBB'
0.145,0.148,0.054,0.371,0.118,4,'BB'
0.036,0.159,0.037,1.432,0.359,9,'BBB'
0.325,0.426,0.083,1.854,0.259,4,'A'
0.056,0.103,0.043,0.434,0.112,5,'BB'
0.126,0.107,0.058,0.257,0.091,10,'B'
0.244,0.322,0.061,0.708,0.178,11,'BBB'
0.198,0.527,0.064,4.957,0.743,4,'AAA'
0.182,0.41,0.063,3.327,0.526,3,'AAA'
0.106,0.309,0.033,4.959,0.621,9,'AAA'
0.123,0.234,0.039,1.524,0.567,12,'BBB'
0.119,0.02,0.044,0.457,0.125,9,'BB'
0.59,0.733,0.127,3.692,0.302,1,'AAA'
0.204,0.521,0.056,7.32,1.072,5,'AAA'
-0.042,0.075,0.023,1.821,0.461,3,'BBB'
0.095,0.242,0.048,0.96,0.261,11,'BBB'
0.094,0.133,0.049,0.973,0.255,4,'BB'
0.302,0.419,0.065,2.622,0.456,3,'AA'
0.179,0.434,0.064,3.292,0.361,3,'AA'
0.06,0.169,0.046,1.061,0.288,8,'BBB'
0.2,0.524,0.064,3.704,0.352,10,'AAA'
0.182,0.179,0.06,0.369,0.132,11,'BB'
0.376,0.444,0.084,2.894,0.542,10,'AA'
0.197,0.421,0.057,2.112,0.386,11,'AA'
-0.064,-0.081,0.034,0.668,0.334,12,'BB'
-0.035,-0.134,0.026,0.241,0.138,9,'B'
0.101,0.152,0.054,0.762,0.24,8,'BBB'
0.093,0.229,0.055,1.281,0.266,4,'BBB'
0.373,0.63,0.088,4.54,0.607,7,'AAA'
-0.4,-2.034,-0.029,0.029,0.055,6,'CCC'
0.26,0.374,0.069,1.383,0.243,11,'A'
0.305,0.633,0.067,13.534,1.158,11,'AAA'
0.143,0.31,0.055,2.202,0.316,3,'AA'
0.077,0.253,0.05,3.076,0.46,4,'AA'
0.281,0.472,0.072,2.809,0.469,1,'AA'
0.076,0.09,0.045,0.673,0.183,10,'BB'
0.081,0.253,0.045,2.438,0.465,6,'AA'
0.217,0.03,0.058,0.232,0.109,6,'BB'
0.11,0.108,0.048,0.649,0.213,4,'B'
0.117,0.443,0.053,4.463,0.697,4,'AAA'
-0.032,-0.112,0.029,0.378,0.142,1,'BB'
0.274,0.426,0.07,1.632,0.286,8,'A'
0.007,0.226,0.046,1.983,0.27,6,'A'
0.331,0.413,0.08,1.011,0.198,11,'BBB'
0.445,0.602,0.092,1.895,0.327,7,'AA'
0.232,0.373,0.066,2.289,0.263,1,'A'
0.29,0.39,0.067,1.298,0.227,12,'BBB'
0.006,0.071,0.035,0.644,0.206,4,'B'
0.203,0.362,0.057,2.59,0.438,7,'AA'
0.118,0.241,0.055,1.614,0.304,2,'A'
0.465,0.547,0.092,1.566,0.271,5,'A'
0.214,0.391,0.048,3.948,0.446,8,'AAA'
0.25,0.238,0.07,0.941,0.113,2,'BB'
0.223,0.444,0.057,5.649,0.886,12,'AAA'
0.213,0.093,0.059,0.412,0.113,1,'BB'
0.482,0.418,0.091,0.661,0.082,9,'BB'
0.337,0.49,0.078,3.031,0.428,8,'AA'
0.133,0.485,0.053,10.471,1.113,6,'AAA'
-0.043,-0.06,0.022,0.908,0.318,3,'BB'
-0.065,-0.474,0.018,0.141,0.086,1,'CCC'
0.38,0.233,0.074,0.671,0.167,3,'BBB'
0.304,0.261,0.065,0.616,0.167,11,'BBB'
0.246,0.418,0.069,2.983,0.456,2,'AA'
-0.055,-0.621,0.008,0.088,0.096,9,'CCC'
0.453,0.838,0.081,20.071,1.074,9,'AAA'
0.029,0.032,0.045,0.351,0.132,11,'BB'
0.135,0.272,0.051,0.822,0.266,4,'BB'
0.019,0.129,0.031,0.934,0.178,8,'BBB'
-0.029,-0.046,0.031,0.513,0.168,10,'BB'
0.14,0.23,0.054,1.889,0.29,6,'A'
0.06,0.103,0.044,0.801,0.202,6,'BB'
0.17,0.25,0.061,0.939,0.24,3,'BBB'
0.079,0.262,0.047,1.804,0.31,2,'A'
0.32,0.446,0.079,1.709,0.266,4,'A'
0.003,-0.036,0.036,0.498,0.138,1,'BB'
0.079,0.158,0.043,1.058,0.323,6,'BBB'
0.133,0.244,0.054,1.174,0.233,3,'BBB'
0.024,0.286,0.042,3.762,0.729,8,'AAA'
-0.026,0.146,0.031,1.037,0.388,9,'BBB'
0.004,0.126,0.03,1.734,0.118,5,'BBB'
0.276,0.388,0.064,3,0.392,7,'AA'
0.025,0.172,0.028,2.689,0.45,9,'AA'
0.645,1.389,0.133,21.564,1.194,2,'AAA'
0.222,0.252,0.052,2.405,0.411,6,'AA'
0.069,0.088,0.043,0.651,0.214,2,'B'
0.141,0.105,0.049,0.504,0.223,2,'B'
0.061,0.186,0.048,1.153,0.331,5,'BB'
0.02,0.126,0.038,1.128,0.309,10,'BBB'
0.31,0.32,0.067,0.832,0.179,3,'BBB'
0.197,0.467,0.061,3.966,0.434,9,'AAA'
-0.004,-0.015,0.033,0.322,0.119,1,'BB'
0.021,0.198,0.04,0.904,0.281,3,'BBB'
0.056,0.071,0.044,0.42,0.114,8,'BB'
-0.028,-0.174,0.03,0.256,0.123,7,'B'
0.323,0.289,0.066,0.825,0.198,12,'BBB'
0.116,0.319,0.058,1.66,0.328,1,'BBB'
-0.003,0.118,0.032,0.877,0.267,7,'BBB'
0.272,0.458,0.063,2.976,0.428,1,'AA'
0.208,0.169,0.051,0.939,0.23,8,'BBB'
0.285,0.361,0.066,1.575,0.287,12,'A'
0.027,0.13,0.04,0.571,0.218,8,'BB'
0.026,0.041,0.033,0.392,0.117,10,'BB'
0.015,0.147,0.041,1.004,0.234,3,'BBB'
0.365,0.469,0.082,1.405,0.226,3,'A'
0.499,0.706,0.109,5.679,0.419,2,'AAA'
0.242,0.382,0.058,2.644,0.416,5,'AA'
-0.105,-0.854,0.006,0.098,0.104,7,'CCC'
0.481,0.641,0.092,3.109,0.321,11,'AAA'
0.043,-0.013,0.06,0.328,0.11,10,'B'
0.005,0.115,0.035,0.956,0.267,3,'BBB'
0.122,0.247,0.047,1.244,0.286,1,'BBB'
-0.029,-0.019,0.024,0.848,0.263,10,'BB'
0.262,0.249,0.079,0.647,0.142,7,'BBB'
0.042,0.109,0.035,0.623,0.187,5,'BB'
0.088,0.092,0.044,0.66,0.153,3,'BB'
0.093,0.29,0.047,4.938,0.637,6,'AAA'
-0.007,-0.089,0.039,0.153,0.075,2,'B'
0.072,0.246,0.047,1.538,0.291,10,'BBB'
0.004,-0.252,0.028,0.524,0.275,1,'B'
-0.026,-0.087,0.03,0.447,0.185,12,'BB'
0.31,0.609,0.066,2.453,0.399,9,'AA'
0.158,0.361,0.053,3.093,0.417,4,'AA'
0.461,0.657,0.087,6.63,0.503,7,'AAA'
0.096,0.11,0.047,0.584,0.187,7,'BBB'
-0.032,0.085,0.03,1.275,0.331,6,'BBB'
0.093,0.209,0.048,1.233,0.336,8,'BBB'
0.054,0.263,0.041,1.165,0.298,7,'BBB'
-0.029,0.071,0.018,0.94,0.234,2,'BB'
0.354,0.229,0.083,0.553,0.097,8,'BB'
-0.014,-0.038,0.039,0.462,0.25,4,'B'
0.659,0.868,0.125,6.531,0.471,2,'AAA'
0.23,0.205,0.059,1.25,0.252,5,'BBB'
0.127,0.354,0.055,2.581,0.413,1,'AA'
0.053,0.207,0.043,2.021,0.406,12,'A'
-0.062,-0.707,0.034,0.107,0.197,11,'CCC'
-0.022,-0.089,0.024,0.411,0.152,8,'BB'
0.229,0.456,0.071,2.076,0.308,11,'A'
0.054,0.102,0.036,0.507,0.161,7,'BB'
0.081,0.102,0.04,0.643,0.151,3,'BB'
0.191,0.264,0.054,1.622,0.321,6,'A'
0.126,0.164,0.058,0.609,0.145,11,'BB'
0.479,0.543,0.099,2.344,0.339,5,'AA'
0.212,0.124,0.062,0.373,0.11,10,'BB'
0.073,0.158,0.048,1.268,0.298,8,'BBB'
0.017,-0.152,0.027,0.17,0.102,1,'BB'
0.005,0.17,0.03,1.027,0.336,6,'BB'
-0.004,0.159,0.032,1.123,0.252,9,'BBB'
-0.004,-0.179,0.035,0.146,0.087,11,'B'
0.099,0.165,0.052,0.652,0.21,10,'BB'
0.275,0.167,0.068,0.322,0.127,7,'BB'
0.013,0.141,0.038,1.321,0.285,2,'BBB'
0.042,0.185,0.047,1.442,0.335,11,'BBB'
0.022,-0.044,0.044,0.377,0.143,3,'BB'
0.53,0.548,0.103,1.117,0.132,10,'BBB'
0.753,1.117,0.17,14.377,1.032,10,'AAA'
0.086,0.153,0.048,0.842,0.215,9,'BB'
0.202,0.273,0.063,0.704,0.154,8,'BBB'
0.266,0.299,0.077,0.719,0.158,1,'BBB'
0.424,0.523,0.091,2.179,0.395,10,'A'
0.337,0.585,0.078,5.547,0.457,9,'AAA'
0.394,0.64,0.079,2.57,0.353,12,'AA'
0.117,0.453,0.048,6.586,0.777,2,'AAA'
0.312,0.369,0.076,1.215,0.275,12,'BBB'
0.153,0.354,0.052,3.472,0.56,6,'AAA'
0.075,0.097,0.046,0.761,0.256,8,'BBB'
0.104,0.204,0.05,1.267,0.291,1,'BBB'
0.218,0.405,0.063,2.543,0.418,8,'AA'
0.147,0.405,0.059,2.205,0.377,9,'A'
-0.866,-0.702,-0.11,1.109,0.359,12,'CCC'
0.296,0.395,0.069,1.99,0.394,4,'A'
0.106,0.289,0.049,1.278,0.312,8,'BBB'
0.175,0.36,0.063,3.265,0.405,5,'AAA'
-0.147,-0.107,0.005,0.399,0.17,9,'CCC'
0.006,-0.009,0.03,0.498,0.226,9,'B'
0.035,0.126,0.035,1.162,0.333,12,'BBB'
0.043,0.078,0.039,0.604,0.148,10,'BB'
0.065,0.23,0.046,2.474,0.345,12,'AA'
0.062,0.279,0.041,2.397,0.362,8,'A'
0.127,0.26,0.052,1.7,0.241,9,'A'
0.359,0.142,0.086,0.261,0.134,8,'BB'
0.3,0.361,0.079,1.652,0.283,12,'A'
0.101,0.203,0.05,0.917,0.2,3,'A'
0.111,0.318,0.055,1.077,0.171,8,'BBB'
0.334,0.513,0.08,4.059,0.46,8,'AAA'
0.315,0.332,0.076,1.031,0.165,6,'A'
0.092,0.11,0.04,0.826,0.15,8,'BB'
0.371,0.636,0.093,4.552,0.348,11,'AAA'
0.047,-0.005,0.032,0.244,0.09,9,'B'
0.23,0.421,0.065,3.112,0.519,10,'AA'
0.193,0.224,0.054,1.391,0.223,6,'BBB'
0.158,0.257,0.057,1.157,0.255,10,'BB'
0.267,0.51,0.063,4.04,0.377,7,'AAA'
0.336,0.605,0.076,4.639,0.459,7,'AAA'
0.148,0.329,0.057,1.684,0.312,6,'A'
0.264,0.473,0.07,1.888,0.492,8,'A'
0.305,0.318,0.066,1.316,0.312,4,'BBB'
0.352,0.528,0.074,2.193,0.336,2,'A'
0.066,0.229,0.041,1.836,0.313,4,'BBB'
-0.006,0.11,0.041,1.051,0.245,1,'BB'
0.392,0.456,0.082,2.808,0.33,6,'AA'
0.067,0.249,0.041,1.543,0.413,2,'BBB'
0.057,0.145,0.042,0.942,0.268,5,'BB'
0.15,0.166,0.051,0.766,0.263,10,'BB'
0.28,0.384,0.07,2.154,0.446,7,'A'
0.015,0.141,0.035,1.02,0.252,1,'BBB'
0.031,-0.097,0.037,0.476,0.173,5,'BB'
0.221,0.241,0.063,0.556,0.167,3,'BBB'
-0.028,-0.22,0.026,0.306,0.132,8,'B'
0.031,0.098,0.038,0.668,0.204,11,'BB'
-0.034,-0.007,0.026,0.764,0.179,2,'BB'
0.078,0.077,0.045,0.498,0.162,6,'BB'
0.259,0.414,0.06,1.755,0.247,2,'A'
0.409,0.575,0.077,6.333,0.741,3,'AAA'
0.1,0.307,0.044,3.338,0.454,7,'AA'
-0.215,-0.993,-0.005,0.18,0.075,6,'CCC'
0.053,0.032,0.048,0.421,0.132,11,'BB'
0.336,0.932,0.09,15.26,1.263,5,'AAA'
0.043,0.397,0.03,5.417,0.928,10,'AAA'
0.085,0.249,0.044,2.076,0.332,9,'A'
0.08,0.227,0.049,1.501,0.296,9,'BBB'
-0.056,-0.068,0.021,0.748,0.248,5,'BB'
-0.037,-0.064,0.031,0.29,0.123,12,'BB'
0.047,0.217,0.048,0.713,0.195,5,'BBB'
-0.193,-0.325,-0.018,0.682,0.219,3,'BB'
0.013,0.064,0.037,0.627,0.222,1,'BB'
0.009,0.148,0.036,1.18,0.341,6,'BBB'
0.186,0.509,0.053,3.247,0.546,7,'AAA'
0.098,0.163,0.043,1.034,0.234,12,'BBB'
0.085,0.084,0.05,0.374,0.134,11,'BB'
0.09,0.086,0.049,0.505,0.151,10,'B'
0.251,0.402,0.064,1.848,0.256,4,'BBB'
-0.011,0.062,0.028,0.834,0.281,9,'BB'
0.223,0.18,0.066,0.729,0.202,2,'BB'
0.268,0.336,0.063,1.839,0.317,9,'BBB'
0.105,0.192,0.05,0.768,0.265,6,'BB'
0.053,-0.205,0.045,0.077,0.072,3,'B'
0.365,0.627,0.082,4.128,0.522,10,'AAA'
0.035,0.219,0.043,1.183,0.217,9,'BBB'
0.699,1.35,0.148,50.896,1.311,1,'AAA'
0.348,0.412,0.076,1.197,0.186,1,'BBB'
0.394,0.523,0.087,4.193,0.553,12,'AAA'
0.637,1.47,0.136,59.842,1.573,4,'AAA'
0.168,0.261,0.064,0.982,0.198,7,'BBB'
-0.057,-0.006,0.018,0.561,0.274,2,'BB'
0,-0.004,0.035,0.496,0.274,9,'BB'
0.083,0.206,0.047,0.974,0.213,2,'BBB'
-0.116,-0.16,0.001,0.794,0.298,4,'B'
0.095,0.064,0.048,0.32,0.138,2,'B'
0.401,0.673,0.078,5.907,0.525,9,'AAA'
0.39,0.603,0.078,4.143,0.515,1,'AAA'
0.404,0.548,0.085,1.497,0.312,10,'BBB'
-0.055,-0.09,0.021,0.288,0.145,9,'B'
0.034,0.113,0.038,0.875,0.217,10,'BB'
0.016,0.05,0.043,0.693,0.135,12,'BB'
0.144,0.245,0.056,0.886,0.147,4,'BBB'
0.022,0.334,0.033,5.005,0.397,1,'AAA'
0.002,0.066,0.033,0.644,0.24,4,'BB'
0.304,0.388,0.074,2.805,0.448,5,'AA'
0.136,0.247,0.049,1.016,0.264,2,'BBB'
0.031,0.102,0.042,1.232,0.234,1,'BBB'
-0.162,-0.777,-0.008,0.364,0.1,7,'CCC'
-0.05,-0.023,0.029,0.568,0.139,9,'BB'
0.239,0.463,0.065,2.924,0.34,2,'AA'
